,name,address,location,amentities,price,rating,city,Check_in_date,Check_out_date
0,The Park  ,22 RajBhavan Road Somajiguda Hyderabad Andhra Pradesh 500082 India,40 km to city centre 20 km to Hyderabad HYD-Rajiv Gandhi Intl,PoolFree parkingAirport transferSpaGymRestaurant,5040,,Hyderabad,2021-12-02,2021-02-14
1,The Westin   Mindspace,Raheja IT Park Hitec City Madhapur Hyderabad Telangana 500081 India,99 km to city centre 22 km to Hyderabad HYD-Rajiv Gandhi Intl,PoolFree parkingAirport transferSpaGymRestaurant,7800,,Hyderabad,2021-12-02,2021-02-14
2,Courtyard by Marriott  ,1 3 1024 Lower Tank Bund Road Hyderabad Andhra Pradesh 500001 India,47 km to city centre 21 km to Hyderabad HYD-Rajiv Gandhi Intl,PoolFree parkingAirport transferSpaGymRestaurant,6700,,Hyderabad,2021-12-02,2021-02-14
3,Courtyard by Marriott  ,1 3 1024 Lower Tank Bund Road Hyderabad Andhra Pradesh 500001 India,47 km to city centre 21 km to Hyderabad HYD-Rajiv Gandhi Intl,PoolFree parkingAirport transferSpaGymRestaurant,6700,,Hyderabad,2021-12-02,2021-02-14
4,Radisson Blu Plaza Hotel   Banjara Hills,82409 Road No 6 Banjara Hills Hyderabad Andhra Pradesh 500034 India,45 km to city centre 20 km to Hyderabad HYD-Rajiv Gandhi Intl,PoolFree parkingAirport transferSpaGymRestaurant,6375, 7.6,Hyderabad,2021-12-02,2021-02-14
5,Taj Deccan,Rd Number 1 Balapur Basthi Banjara Hills Telangana Hyderabad Andhra Pradesh 500034 India,38 km to city centre 19 km to Hyderabad HYD-Rajiv Gandhi Intl,PoolFree parkingAirport transferSpaGymRestaurant,8000,,Hyderabad,2021-12-02,2021-02-14
6,Taj Deccan,Rd Number 1 Balapur Basthi Banjara Hills Telangana Hyderabad Andhra Pradesh 500034 India,38 km to city centre 19 km to Hyderabad HYD-Rajiv Gandhi Intl,PoolFree parkingAirport transferSpaGymRestaurant,8000,,Hyderabad,2021-12-02,2021-02-14
7,  Marriott Hotel & Convention Centre,Opp Hussain Sagar Lake Tank Bund Rd Hyderabad Andhra Pradesh 500080 India,46 km to city centre 21 km to Hyderabad HYD-Rajiv Gandhi Intl,PoolFree parkingSpaGymRestaurantBar,7200,,Hyderabad,2021-12-02,2021-02-14
8,Best Western Ashoka,6170 Lakdikapul Hyderabad Andhra Pradesh 500004 India,17 km to city centre 18 km to Hyderabad HYD-Rajiv Gandhi Intl,Free parkingAirport transferGymRestaurantBarMeeting Facilities,5211,,Hyderabad,2021-12-02,2021-02-14
9,Hyatt Place   Banjara Hills,Banjara Hills Road 1 Hyderabad Telangana 500034 India,30 km to city centre 19 km to Hyderabad HYD-Rajiv Gandhi Intl,PoolFree parkingAirport transferGymRestaurantBar,7330,,Hyderabad,2021-12-02,2021-02-14
10,Trident  ,HITEC City Near Cyber Towers Hyderabad Andhra Pradesh 500 081 India,11 km to city centre 24 km to Hyderabad HYD-Rajiv Gandhi Intl,PoolFree parkingAirport transferSpaGymRestaurant,9000, 9.6,Hyderabad,2021-12-02,2021-02-14
11,OYO 19460 Hotel Pearl City,155826 Raj Tower Afzalgunj Rd Ashok Bazar Gowliguda Hyderabad Telangana 500012 India,20 km to city centre 15 km to Hyderabad HYD-Rajiv Gandhi Intl,Bathtub,8789,,Hyderabad,2021-12-02,2021-02-14
12,Capital O 65104 Che Sigma Hotel,107/11 Beside Firdous Cafe Chinthalkunta ta Hyderabad Hyderabad Telangana 500074 India,11 km to city centre 16 km to Hyderabad HYD-Rajiv Gandhi Intl,,2627,,Hyderabad,2021-12-02,2021-02-14
13,OYO 61506 Sai Residency,Sai Residency Plot no 210 Kalyan nagar phase1 vengalarao nagar main road besid Hyderabad Telangana 500038 India,71 km to city centre 22 km to Hyderabad HYD-Rajiv Gandhi Intl,,2951,,Hyderabad,2021-12-02,2021-02-14
14,OYO 61506 Sai Residency,Sai Residency Plot no 210 Kalyan nagar phase1 vengalarao nagar main road besid Hyderabad Telangana 500038 India,71 km to city centre 22 km to Hyderabad HYD-Rajiv Gandhi Intl,,2951,,Hyderabad,2021-12-02,2021-02-14
15,"Vivanta  , Begumpet",1 10 147 148 Mayuri Marg Hyderabad Andhra Pradesh 500016 India,61 km to city centre 22 km to Hyderabad HYD-Rajiv Gandhi Intl,PoolFree parkingPet-friendlyAirport transferSpaGym,7100,,Hyderabad,2021-12-02,2021-02-14
16,Marigold by Greenpark,7125 Greenlands Begumpet Hyderabad Andhra Pradesh 500016 India,55 km to city centre 21 km to Hyderabad HYD-Rajiv Gandhi Intl,Free parkingAirport transferSpaGymRestaurantBar,7200,,Hyderabad,2021-12-02,2021-02-14
17,OYO 23543 Hotel Vaishnavi,14Near Khindsi Lake Tumsar Road Hyderabad 500003 India,65 km to city centre 22 km to Hyderabad HYD-Rajiv Gandhi Intl,Free parkingBathtub,4094,,Hyderabad,2021-12-02,2021-02-14
18,OYO 63371 R Square Stay,R Square Stay Metro exit D Beside China Bazar Bahadurguda LB Nagar a Bazar Bahad Hyderabad Telangana 500074 India,99 km to city centre 16 km to Hyderabad HYD-Rajiv Gandhi Intl,Free parking,5593,,Hyderabad,2021-12-02,2021-02-14
19,OYO 17279 Royal Inn Hotel,539 100Ft Rd Mega Hills Hyderabad Telangana 500081 India,10 km to city centre 24 km to Hyderabad HYD-Rajiv Gandhi Intl,,4095,,Hyderabad,2021-12-02,2021-02-14
20,Le Meridien  ,Plot No 132 Miyapur Rd Gachibowli Hyderabad Telangana 500032 India,13 km to city centre 24 km to Hyderabad HYD-Rajiv Gandhi Intl,PoolFree parkingSpaGymRestaurantBar,6000,,Hyderabad,2021-12-02,2021-02-14
21,Lemon Tree Hotel Gachibowli  ,No 115/1Financial District Nanakramguda Serilingampally Gachibowli Hyderabad Andhra Pradesh 500032 India,15 km to city centre 23 km to Hyderabad HYD-Rajiv Gandhi Intl,Free parkingAirport transferBathtubConnecting rooms availableMeeting Facilities,3198,,Hyderabad,2021-12-02,2021-02-14
22,Deccan Comforts,No 5919/14 15 Old Secretariat Road Green Gates Saifabad Hyderabad Telangana 500022 India,22 km to city centre 18 km to Hyderabad HYD-Rajiv Gandhi Intl,,1998,,Hyderabad,2021-12-02,2021-02-14
23,OYO 65280 New Raghava Guest House,D/4 Sri Nagar Colony Krishna Nagar Hyderabad Telangana 500033 India,61 km to city centre 21 km to Hyderabad HYD-Rajiv Gandhi Intl,Free parking,5069,,Hyderabad,2021-12-02,2021-02-14
24,Taj Krishna,Rd Number 1 Mada Manzil Banjara Hills Telangana Hyderabad Andhra Pradesh 500034 India,35 km to city centre 19 km to Hyderabad HYD-Rajiv Gandhi Intl,PoolFree parkingAirport transferSpaGymRestaurant,10500,,Hyderabad,2021-12-02,2021-02-14
25,Taj Banjara,Road No 1 Banjara Hills Telangana Hyderabad Andhra Pradesh 500034 India,29 km to city centre 18 km to Hyderabad HYD-Rajiv Gandhi Intl,PoolFree parkingAirport transferGymRestaurantBar,7300,,Hyderabad,2021-12-02,2021-02-14
26,Taj Banjara,Road No 1 Banjara Hills Telangana Hyderabad Andhra Pradesh 500034 India,29 km to city centre 18 km to Hyderabad HYD-Rajiv Gandhi Intl,PoolFree parkingAirport transferGymRestaurantBar,7300,,Hyderabad,2021-12-02,2021-02-14
27,Aditya Park-A Sarovar Portico Hotel,Ameerpet Aditya Enclave Hyderabad Andhra Pradesh 500038 India,57 km to city centre 21 km to Hyderabad HYD-Rajiv Gandhi Intl,Free parkingAirport transferGymRestaurantBarBathtub,2925,,Hyderabad,2021-12-02,2021-02-14
28,OYO 70733 Hotel Regal,139 45139 NH 9 Sappu Bagh Apaprtment Jogani Ramgopalpet t Jogani Ramgopalpe Hyderabad Telangana 500003 India,64 km to city centre 23 km to Hyderabad HYD-Rajiv Gandhi Intl,,3685,,Hyderabad,2021-12-02,2021-02-14
29,Hotel Gaurishree,Hall no8chittod complex mpnagarzone1bhopal Hyderabad 462011 India,23 km to city centre 16 km to Hyderabad HYD-Rajiv Gandhi Intl,Free parking,4282,,Hyderabad,2021-12-02,2021-02-14
30,HOTEL THE CONCLAVE,Gowlidoddi Rd Hyderabad Telangana 500032 India,16 km to city centre 24 km to Hyderabad HYD-Rajiv Gandhi Intl,Free parkingRestaurant,4000,,Hyderabad,2021-12-02,2021-02-14
31,Welkin Hotel,17227 to 234 Near Paradise Circle SD Road Hyderabad Telangana 500003 India,64 km to city centre 23 km to Hyderabad HYD-Rajiv Gandhi Intl,Free parkingAirport transfer,3500,,Hyderabad,2021-12-02,2021-02-14
32,HMC Hotel,Gosha Road MJ Market Hyderabad Telangana 500001 India,10 km to city centre 16 km to Hyderabad HYD-Rajiv Gandhi Intl,,3998,,Hyderabad,2021-12-02,2021-02-14
33,FabHotel Yesmark Gachibowli,Jayabheri Pinevally Plot # 18 Beside Gachibowli Police Commissioner Office Hyderabad Telangana 500032 India,11 km to city centre 22 km to Hyderabad HYD-Rajiv Gandhi Intl,Free parking,3160,,Hyderabad,2021-12-02,2021-02-14
34,Novotel   Airport Hotel,Rajiv Gandhi International Airport Shamshabad RR District Hyderabad Andhra Pradesh 500409 India,16 km to city centre 15 km to Hyderabad HYD-Rajiv Gandhi Intl,PoolFree parkingSpaGymRestaurantBar,10400,,Hyderabad,2021-12-02,2021-02-14
35,OYO 63209 Hotel Ram Ratan Grand,529/5 ORR tollgatekishanguda Shamshabad bad Hyderabad Hyderabad Telangana 501218 India,18 km to city centre 67 km to Hyderabad HYD-Rajiv Gandhi Intl,Free parking,6989,,Hyderabad,2021-12-02,2021-02-14
36,Cannychoice Inn,Hotel CannyChoice Inn Plot No 60 & 61 Green Hamlet Shilpa Park Rd Kondapur Hyderabad Telangana 500084 India,14 km to city centre 26 km to Hyderabad HYD-Rajiv Gandhi Intl,Free parkingRestaurant,4000,,Hyderabad,2021-12-02,2021-02-14
37,Cannychoice Inn,Hotel CannyChoice Inn Plot No 60 & 61 Green Hamlet Shilpa Park Rd Kondapur Hyderabad Telangana 500084 India,14 km to city centre 26 km to Hyderabad HYD-Rajiv Gandhi Intl,Free parkingRestaurant,4000,,Hyderabad,2021-12-02,2021-02-14
38,Capital O 47601 Airport Palace Hotel,2158/1/1 Fort grand road Ranga Reddy Hyderabad Hyderabad Telangana 501218 India,16 km to city centre 60 km to Hyderabad HYD-Rajiv Gandhi Intl,Free parkingKitchen,5027,,Hyderabad,2021-12-02,2021-02-14
39,Golkonda Resorts & Spa,Gandipet Sagar Mahal Complex Hyderabad Andhra Pradesh 500075 India,16 km to city centre 21 km to Hyderabad HYD-Rajiv Gandhi Intl,PoolFree parkingAirport transferSpaGymRestaurant,16200,,Hyderabad,2021-12-02,2021-02-14
40,OYO 4025 Hotel Meredian Orchid,11465015 Lakdi Ka pul Hyderabad Telangana 500004 India,16 km to city centre 18 km to Hyderabad HYD-Rajiv Gandhi Intl,,6634,,Hyderabad,2021-12-02,2021-02-14
41,"Red Fox Hotel, HITEC City,  ",Plot No 2 HITEC City Hyderabad Andhra Pradesh 500081 India,11 km to city centre 23 km to Hyderabad HYD-Rajiv Gandhi Intl,Free parkingAirport transferGymRestaurantBarMeeting Facilities,3838,,Hyderabad,2021-12-02,2021-02-14
42,Hotel Lotus Grand,94147 to 153 opprailway station Gurudwaralane Rezimental Bazar Hyderabad Telangana 500003 India,70 km to city centre 23 km to Hyderabad HYD-Rajiv Gandhi Intl,Free parkingRestaurant,4320,,Hyderabad,2021-12-02,2021-02-14
43,Aditya Hometel,Adjacent To Satyam Theatre Balkampet Rd Ameerpet Hyderabad Andhra Pradesh 500001 India,58 km to city centre 21 km to Hyderabad HYD-Rajiv Gandhi Intl,Free parkingAirport transferRestaurantMeeting Facilities,3308,,Hyderabad,2021-12-02,2021-02-14
44,THE GRAND PLAZA A BOUTIQUE HOTEL,5988/A/1 Opp Assembly Metro Station Pillar #A1255 Hyderabad Telangana 500001 India,11 km to city centre 17 km to Hyderabad HYD-Rajiv Gandhi Intl,Free parkingPet-friendly,3800,,Hyderabad,2021-12-02,2021-02-14
45,ibis   Hitech City Hotel,Plot 3 Techno Enclave Hitech City Main Road Patrika Nagar Hyderabad Telangana 500081 India,11 km to city centre 24 km to Hyderabad HYD-Rajiv Gandhi Intl,Free parkingGymRestaurantBarConnecting rooms availableMeeting Facilities,3299,,Hyderabad,2021-12-02,2021-02-14
46,Courtyard by Marriott  ,1 3 1024 Lower Tank Bund Road Hyderabad Andhra Pradesh 500001 India,47 km to city centre 21 km to Hyderabad HYD-Rajiv Gandhi Intl,PoolFree parkingAirport transferSpaGymRestaurant,6700,,Hyderabad,2021-12-02,2021-02-14
47,Best Western Ashoka,6170 Lakdikapul Hyderabad Andhra Pradesh 500004 India,17 km to city centre 18 km to Hyderabad HYD-Rajiv Gandhi Intl,Free parkingAirport transferGymRestaurantBarMeeting Facilities,5211,,Hyderabad,2021-12-02,2021-02-14
48,Best Western Ashoka,6170 Lakdikapul Hyderabad Andhra Pradesh 500004 India,17 km to city centre 18 km to Hyderabad HYD-Rajiv Gandhi Intl,Free parkingAirport transferGymRestaurantBarMeeting Facilities,5211,,Hyderabad,2021-12-02,2021-02-14
49,Mercure   KCP Hotel,6 3 551 Banjara Hills Somajiguda Hyderabad 500082 India,34 km to city centre 19 km to Hyderabad HYD-Rajiv Gandhi Intl,Free parkingAirport transferGymRestaurantBarInternet access,6239,,Hyderabad,2021-12-02,2021-02-14
50,Hyatt   Gachibowli,Road No 2 IT Park Gachibowli Hyderabad Andhra Pradesh 500019 India,14 km to city centre 22 km to Hyderabad HYD-Rajiv Gandhi Intl,PoolFree parkingPet-friendlyAirport transferSpaGym,5865,,Hyderabad,2021-12-02,2021-02-14
51,Lemon Tree Hotel Banjara Hills,63248/1/1/B Bhaskara Plaza Road No1 Banjara Hills Hyderabad Telangana 500034 India,31 km to city centre 19 km to Hyderabad HYD-Rajiv Gandhi Intl,Free parkingGymRestaurantBathtub,5278,,Hyderabad,2021-12-02,2021-02-14
52,Novotel   Convention Centre Hotel,Novotel & HICC Complex Adjacent to Hitec City Hyderabad Telangana 500081 India,14 km to city centre 26 km to Hyderabad HYD-Rajiv Gandhi Intl,PoolFree parkingAirport transferSpaGymRestaurant,6400,,Hyderabad,2021-12-02,2021-02-14
53,Avasa Hotels,Plot No 15 24 25 & 26 Survey No64 Sector1 Huda Techno Enclave Hyderabad Andhra Pradesh 500081 India,11 km to city centre 24 km to Hyderabad HYD-Rajiv Gandhi Intl,PoolFree parkingAirport transferSpaGymRestaurant,8200,,Hyderabad,2021-12-02,2021-02-14
54,OYO 33504 Hotel Ananda Inn,1415&16 Kukatpally Industrial EstateOpp RS Brothers Beside KPHB Bus Hyderabad Telangana 500072 India,14 km to city centre 28 km to Hyderabad HYD-Rajiv Gandhi Intl,Free parking,5549,,Hyderabad,2021-12-02,2021-02-14
55,Hill View,APBH Phase 4 Hyderabad Telangana 500032 India,13 km to city centre 24 km to Hyderabad HYD-Rajiv Gandhi Intl,Free parking,4180,,Hyderabad,2021-12-02,2021-02-14
56,Hotel Sri Mayuri,3354/5 to 9 kachiguda station road Hyderabad telangana 500027 India,29 km to city centre 17 km to Hyderabad HYD-Rajiv Gandhi Intl,Free parkingAirport transferRestaurant,4140,,Hyderabad,2021-12-02,2021-02-14
57,"ITC Kakatiya, a Luxury Collection Hotel,  ",6 3 1187 Begumpet Hyderabad Andhra Pradesh 500016 India,49 km to city centre 21 km to Hyderabad HYD-Rajiv Gandhi Intl,PoolFree parkingSpaGymRestaurantBar,8000,,Hyderabad,2021-12-02,2021-02-14
58,Restel Studio Flats,165/43/119 & 120 Cyber Hills Society Madhapur Hyderabad Telangana 500081 India,98 km to city centre 23 km to Hyderabad HYD-Rajiv Gandhi Intl,Free parkingKitchen,2430,,Hyderabad,2021-12-02,2021-02-14
59,Restel Studio Flats,165/43/119 & 120 Cyber Hills Society Madhapur Hyderabad Telangana 500081 India,98 km to city centre 23 km to Hyderabad HYD-Rajiv Gandhi Intl,Free parkingKitchen,2430,,Hyderabad,2021-12-02,2021-02-14
60,  Marriott Hotel & Convention Centre,Opp Hussain Sagar Lake Tank Bund Rd Hyderabad Andhra Pradesh 500080 India,46 km to city centre 21 km to Hyderabad HYD-Rajiv Gandhi Intl,PoolFree parkingSpaGymRestaurantBar,7200,,Hyderabad,2021-12-02,2021-02-14
61,Prestige service apartment,Hyderabad Telangana India,11 km to city centre 23 km to Hyderabad HYD-Rajiv Gandhi Intl,Free parkingPet-friendlyInternet access,7500,,Hyderabad,2021-12-02,2021-02-14
62,Daspalla  ,Road No 37 Jubilee Hills Hyderabad Andhra Pradesh 500033 India,84 km to city centre 22 km to Hyderabad HYD-Rajiv Gandhi Intl,PoolFree parkingAirport transferSpaGymRestaurant,8098,,Hyderabad,2021-12-02,2021-02-14
63,The Golkonda  ,Banjara Hills Masab Tank Hyderabad Andhra Pradesh 500 028 India,21 km to city centre 18 km to Hyderabad HYD-Rajiv Gandhi Intl,PoolFree parkingAirport transferGymRestaurantBar,6300,,Hyderabad,2021-12-02,2021-02-14
64,The Manohar  ,Begumpet Airport Exit Road Begumpet Hyderabad Andhra Pradesh 500001 India,62 km to city centre 22 km to Hyderabad HYD-Rajiv Gandhi Intl,PoolFree parkingAirport transferSpaGymRestaurant,4897,,Hyderabad,2021-12-02,2021-02-14
65,The Westin   Mindspace,Raheja IT Park Hitec City Madhapur Hyderabad Telangana 500081 India,99 km to city centre 22 km to Hyderabad HYD-Rajiv Gandhi Intl,PoolFree parkingAirport transferSpaGymRestaurant,7800,,Hyderabad,2021-12-02,2021-02-14
66,Anmol Continental,5920/A Saifabad Khairtabad Hyderabad Telangana 500081 India,19 km to city centre 18 km to Hyderabad HYD-Rajiv Gandhi Intl,Free parking,4398,,Hyderabad,2021-12-02,2021-02-14
67,Holiday Inn Express   Banjara Hills,63563/2nd Floor/A Hyderabad Telangana 500082 India,37 km to city centre 19 km to Hyderabad HYD-Rajiv Gandhi Intl,Free parkingGymRestaurant,3798,,Hyderabad,2021-12-02,2021-02-14
68,Hotel Minerva Grand,82616 Road No 11 Banjara Hills Hyderabad Andhra Pradesh 500034 India,36 km to city centre 19 km to Hyderabad HYD-Rajiv Gandhi Intl,Free parkingAirport transferGymRestaurantBarMeeting Facilities,6264,,Hyderabad,2021-12-02,2021-02-14
69,Sheraton   Hotel,115/1 Nanakramguda Financial District Gachibowli Hyderabad TG 500032 India,14 km to city centre 23 km to Hyderabad HYD-Rajiv Gandhi Intl,PoolFree parkingAirport transferSpaGymRestaurant,5800,,Hyderabad,2021-12-02,2021-02-14
70,Sheraton   Hotel,115/1 Nanakramguda Financial District Gachibowli Hyderabad TG 500032 India,14 km to city centre 23 km to Hyderabad HYD-Rajiv Gandhi Intl,PoolFree parkingAirport transferSpaGymRestaurant,5800,,Hyderabad,2021-12-02,2021-02-14
71,Radisson   Hitec City,Gachibowli Miyapur Road Hyderabad Andhra Pradesh 500032 India,13 km to city centre 24 km to Hyderabad HYD-Rajiv Gandhi Intl,PoolFree parkingAirport transferSpaGymRestaurant,10000,,Hyderabad,2021-12-02,2021-02-14
72,OYO 49253 Raja Residency,151&560 Raja Deluxe Complex Street Number 7 Musheerabad umber 7 Hyderabad Telangana 500020 India,47 km to city centre 20 km to Hyderabad HYD-Rajiv Gandhi Intl,Free parking,7912,,Hyderabad,2021-12-02,2021-02-14
73,Minerva Grand Kondapur,Survey No 13 D/no 291/4 Kondapur Adjacent to Silicon Towers Hyderabad Andhra Pradesh 500040 India,13 km to city centre 25 km to Hyderabad HYD-Rajiv Gandhi Intl,Free parkingGymRestaurantBar,4798,,Hyderabad,2021-12-02,2021-02-14
74,Capital O 72734 Hotel Sri Mayuri,80 Chappal Bazaar Ward 80 Kachiguda Greater Municipal Corporation Central Zo Hyderabad Telangana 500027 India,28 km to city centre 17 km to Hyderabad HYD-Rajiv Gandhi Intl,Free parkingKitchen,6903,,Hyderabad,2021-12-02,2021-02-14
75,"ITC Kohenur, a Luxury Collection Hotel,  ",Plot No5 Hyderabad Knowledge City Madhapur Hyderabad Telangana 500081 India,98 km to city centre 22 km to Hyderabad HYD-Rajiv Gandhi Intl,Free parkingAirport transferSpaGymRestaurantBar,13600,,Hyderabad,2021-12-02,2021-02-14
76,Hotel Imperial Classic,18525 RTC X Road Chikkadpally Hyderabad Telangana 500020 India,36 km to city centre 19 km to Hyderabad HYD-Rajiv Gandhi Intl,Free parkingAirport transfer,3400,,Hyderabad,2021-12-02,2021-02-14
77,Fairfield by Marriott   Gachibowli,IT Park Gachibowli Hyderabad Telangana 500032 India,14 km to city centre 23 km to Hyderabad HYD-Rajiv Gandhi Intl,Free parkingAirport transferGymRestaurantBar,4400,,Hyderabad,2021-12-02,2021-02-14
78,Oakwood Residence Kapil  ,Syno 115/1 Kapil Towers IT Park NanakramgudaFinancial District Hyderabad Andhra Pradesh 500032 India,14 km to city centre 23 km to Hyderabad HYD-Rajiv Gandhi Intl,PoolFree parkingPet-friendlyAirport transferGymRestaurant,5040,,Hyderabad,2021-12-02,2021-02-14
79,CITADEL Hotel By Vinnca,Airport Road Opp METRO Wholesale Gagan Pahad Hyderabad Telangana 500052 India,12 km to city centre 57 km to Hyderabad HYD-Rajiv Gandhi Intl,Free parkingAirport transferRestaurantConnecting rooms available,5760,,Hyderabad,2021-12-02,2021-02-14
80,OYO 71431 Hotel Polo,631099/1/13 Nishat Bagh Colony Ward 97 Somajiguda Greater Municipal Corporat Hyderabad Telangana 500082 India,40 km to city centre 20 km to Hyderabad HYD-Rajiv Gandhi Intl,Free parking,10259,,Hyderabad,2021-12-02,2021-02-14
81,OYO 71431 Hotel Polo,631099/1/13 Nishat Bagh Colony Ward 97 Somajiguda Greater Municipal Corporat Hyderabad Telangana 500082 India,40 km to city centre 20 km to Hyderabad HYD-Rajiv Gandhi Intl,Free parking,10259,,Hyderabad,2021-12-02,2021-02-14
82,OYO 28637 Gokul Grand,71212/8 Shivbagh Ameerpet Hyderabad Telangana 500016 India,61 km to city centre 22 km to Hyderabad HYD-Rajiv Gandhi Intl,Free parkingBathtub,3934,,Hyderabad,2021-12-02,2021-02-14
83,OYO 37499 Saba Service Apartments,225657 Masqathi super market building Rathkhana St Alijah roadchattherghat Hyderabad Telangana 500002 India,34 km to city centre 14 km to Hyderabad HYD-Rajiv Gandhi Intl,,4614,,Hyderabad,2021-12-02,2021-02-14
84,Tabla Pride,Road Number1 Banjara Hills Besides Care Hospital Hyderabad Telangana 500034 India,31 km to city centre 19 km to Hyderabad HYD-Rajiv Gandhi Intl,Free parkingSpaRestaurantBar,5278,,Hyderabad,2021-12-02,2021-02-14
85,Hotel Comfotel,63248/3/1 Road Number 1 Banjara Hills Hyderabad Telangana 500034 India,32 km to city centre 19 km to Hyderabad HYD-Rajiv Gandhi Intl,Free parkingAirport transferRestaurantBathtub,5500,,Hyderabad,2021-12-02,2021-02-14
86,Le Meridien  ,Plot No 132 Miyapur Rd Gachibowli Hyderabad Telangana 500032 India,13 km to city centre 24 km to Hyderabad HYD-Rajiv Gandhi Intl,PoolFree parkingSpaGymRestaurantBar,6000,,Hyderabad,2021-12-02,2021-02-14
87,OYO 29928 Royal Emirates Banjara,H No 82231/15/16/17 Nagarjuna Hills Punjagutta Hyderabad Telangana 500082 India,46 km to city centre 20 km to Hyderabad HYD-Rajiv Gandhi Intl,Free parkingBathtub,3556,,Hyderabad,2021-12-02,2021-02-14
88,Gardenia Service Apartments,540 Venkateshwara Nagar Aurora Colony Banjara Hills Hyderabad Telangana 500034 India,52 km to city centre 20 km to Hyderabad HYD-Rajiv Gandhi Intl,Free parking,10259,,Hyderabad,2021-12-02,2021-02-14
89,"Lemon Tree Premier, HITEC City,  ",Plot No 2 Survey No 64 Hitech City Madhapur Hyderabad Andhra Pradesh 500081 India,11 km to city centre 23 km to Hyderabad HYD-Rajiv Gandhi Intl,PoolFree parkingAirport transferSpaGymRestaurant,6102,,Hyderabad,2021-12-02,2021-02-14
90,Hill View Guest Houses - Begumpet,HNo18308/4/2 Rdno1 Patigadda Begumpet Hyderabad Telangana 500003 India,60 km to city centre 22 km to Hyderabad HYD-Rajiv Gandhi Intl,Free parkingRestaurant,3238,,Hyderabad,2021-12-02,2021-02-14
91,Hotel Green Park,D No 7126 GreenLands Area Begumpet Hyderabad Andhra Pradesh 500016 India,54 km to city centre 21 km to Hyderabad HYD-Rajiv Gandhi Intl,Free parkingAirport transferGymRestaurantBarBathtub,6398,,Hyderabad,2021-12-02,2021-02-14
92,Hotel Green Park,D No 7126 GreenLands Area Begumpet Hyderabad Andhra Pradesh 500016 India,54 km to city centre 21 km to Hyderabad HYD-Rajiv Gandhi Intl,Free parkingAirport transferGymRestaurantBarBathtub,6398,,Hyderabad,2021-12-02,2021-02-14
93,FabHotel Yesmark Gachibowli,Jayabheri Pinevally Plot # 18 Beside Gachibowli Police Commissioner Office Hyderabad Telangana 500032 India,11 km to city centre 22 km to Hyderabad HYD-Rajiv Gandhi Intl,Free parking,6316,,Hyderabad,2021-12-02,2021-02-16
94,The Westin   Mindspace,Raheja IT Park Hitec City Madhapur Hyderabad Telangana 500081 India,99 km to city centre 22 km to Hyderabad HYD-Rajiv Gandhi Intl,PoolFree parkingAirport transferSpaGymRestaurant,14040,,Hyderabad,2021-12-02,2021-02-16
95,Le Meridien  ,Plot No 132 Miyapur Rd Gachibowli Hyderabad Telangana 500032 India,13 km to city centre 24 km to Hyderabad HYD-Rajiv Gandhi Intl,PoolFree parkingSpaGymRestaurantBar,12150,,Hyderabad,2021-12-02,2021-02-16
96,Le Meridien  ,Plot No 132 Miyapur Rd Gachibowli Hyderabad Telangana 500032 India,13 km to city centre 24 km to Hyderabad HYD-Rajiv Gandhi Intl,PoolFree parkingSpaGymRestaurantBar,12150,,Hyderabad,2021-12-02,2021-02-16
97,OYO 61506 Sai Residency,Sai Residency Plot no 210 Kalyan nagar phase1 vengalarao nagar main road besid Hyderabad Telangana 500038 India,71 km to city centre 22 km to Hyderabad HYD-Rajiv Gandhi Intl,,6155,,Hyderabad,2021-12-02,2021-02-16
98,OYO 23543 Hotel Vaishnavi,14Near Khindsi Lake Tumsar Road Hyderabad 500003 India,65 km to city centre 22 km to Hyderabad HYD-Rajiv Gandhi Intl,Free parkingBathtub,8266,,Hyderabad,2021-12-02,2021-02-16
99,OYO 23543 Hotel Vaishnavi,14Near Khindsi Lake Tumsar Road Hyderabad 500003 India,65 km to city centre 22 km to Hyderabad HYD-Rajiv Gandhi Intl,Free parkingBathtub,8266,,Hyderabad,2021-12-02,2021-02-16
100,Courtyard by Marriott  ,1 3 1024 Lower Tank Bund Road Hyderabad Andhra Pradesh 500001 India,47 km to city centre 21 km to Hyderabad HYD-Rajiv Gandhi Intl,PoolFree parkingAirport transferSpaGymRestaurant,12462,,Hyderabad,2021-12-02,2021-02-16
101,Best Western Ashoka,6170 Lakdikapul Hyderabad Andhra Pradesh 500004 India,17 km to city centre 18 km to Hyderabad HYD-Rajiv Gandhi Intl,Free parkingAirport transferGymRestaurantBar,10422,,Hyderabad,2021-12-02,2021-02-16
102,Taj Deccan,Rd Number 1 Balapur Basthi Banjara Hills Telangana Hyderabad Andhra Pradesh 500034 India,38 km to city centre 19 km to Hyderabad HYD-Rajiv Gandhi Intl,PoolFree parkingAirport transferSpaGymRestaurant,16000,,Hyderabad,2021-12-02,2021-02-16
103,Hyatt Place   Banjara Hills,Banjara Hills Road 1 Hyderabad Telangana 500034 India,30 km to city centre 19 km to Hyderabad HYD-Rajiv Gandhi Intl,PoolFree parkingAirport transferGymRestaurantBar,14660,,Hyderabad,2021-12-02,2021-02-16
