,name,address,location,amentities,price,rating,city,Check_in_date,Check_out_date
104,OYO 19460 Hotel Pearl City,155826 Raj Tower Afzalgunj Rd Ashok Bazar Gowliguda Hyderabad Telangana 500012 India,20 km to city centre 15 km to Hyderabad HYD-Rajiv Gandhi Intl,Bathtub,18436,,Hyderabad,2021-12-02,2021-02-16
105,Trident  ,HITEC City Near Cyber Towers Hyderabad Andhra Pradesh 500 081 India,11 km to city centre 24 km to Hyderabad HYD-Rajiv Gandhi Intl,PoolFree parkingAirport transferSpaGymRestaurant,18000, 9.6,Hyderabad,2021-12-02,2021-02-16
106,OYO 65280 New Raghava Guest House,D/4 Sri Nagar Colony Krishna Nagar Hyderabad Telangana 500033 India,61 km to city centre 21 km to Hyderabad HYD-Rajiv Gandhi Intl,Free parking,10180,,Hyderabad,2021-12-02,2021-02-16
107,OYO 65280 New Raghava Guest House,D/4 Sri Nagar Colony Krishna Nagar Hyderabad Telangana 500033 India,61 km to city centre 21 km to Hyderabad HYD-Rajiv Gandhi Intl,Free parking,10180,,Hyderabad,2021-12-02,2021-02-16
108,The Park  ,22 RajBhavan Road Somajiguda Hyderabad Andhra Pradesh 500082 India,40 km to city centre 20 km to Hyderabad HYD-Rajiv Gandhi Intl,PoolFree parkingAirport transferSpaGymRestaurant,9760,,Hyderabad,2021-12-02,2021-02-16
109,Radisson Blu Plaza Hotel   Banjara Hills,82409 Road No 6 Banjara Hills Hyderabad Andhra Pradesh 500034 India,45 km to city centre 20 km to Hyderabad HYD-Rajiv Gandhi Intl,PoolFree parkingAirport transferSpaGymRestaurant,12712, 7.6,Hyderabad,2021-12-02,2021-02-16
110,"Vivanta  , Begumpet",1 10 147 148 Mayuri Marg Hyderabad Andhra Pradesh 500016 India,61 km to city centre 22 km to Hyderabad HYD-Rajiv Gandhi Intl,PoolFree parkingPet-friendlyAirport transferSpaGym,14400,,Hyderabad,2021-12-02,2021-02-16
111,Marigold by Greenpark,7125 Greenlands Begumpet Hyderabad Andhra Pradesh 500016 India,55 km to city centre 21 km to Hyderabad HYD-Rajiv Gandhi Intl,Free parkingAirport transferSpaGymRestaurantBar,14400,,Hyderabad,2021-12-02,2021-02-16
112,OYO 17279 Royal Inn Hotel,539 100Ft Rd Mega Hills Hyderabad Telangana 500081 India,10 km to city centre 24 km to Hyderabad HYD-Rajiv Gandhi Intl,,7967,,Hyderabad,2021-12-02,2021-02-16
113,  Marriott Hotel & Convention Centre,Opp Hussain Sagar Lake Tank Bund Rd Hyderabad Andhra Pradesh 500080 India,46 km to city centre 21 km to Hyderabad HYD-Rajiv Gandhi Intl,PoolFree parkingSpaGymRestaurantBar,14400,,Hyderabad,2021-12-02,2021-02-16
114,Taj Banjara,Road No 1 Banjara Hills Telangana Hyderabad Andhra Pradesh 500034 India,29 km to city centre 18 km to Hyderabad HYD-Rajiv Gandhi Intl,PoolFree parkingAirport transferGymRestaurantBar,14349,,Hyderabad,2021-12-02,2021-02-16
115,Welkin Hotel,17227 to 234 Near Paradise Circle SD Road Hyderabad Telangana 500003 India,64 km to city centre 23 km to Hyderabad HYD-Rajiv Gandhi Intl,Free parkingAirport transfer,7000,,Hyderabad,2021-12-02,2021-02-16
116,OYO 63371 R Square Stay,R Square Stay Metro exit D Beside China Bazar Bahadurguda LB Nagar a Bazar Bahad Hyderabad Telangana 500074 India,99 km to city centre 16 km to Hyderabad HYD-Rajiv Gandhi Intl,Free parking,11751,,Hyderabad,2021-12-02,2021-02-16
117,OYO 70733 Hotel Regal,139 45139 NH 9 Sappu Bagh Apaprtment Jogani Ramgopalpet t Jogani Ramgopalpe Hyderabad Telangana 500003 India,64 km to city centre 23 km to Hyderabad HYD-Rajiv Gandhi Intl,,7849,,Hyderabad,2021-12-02,2021-02-16
118,OYO 63209 Hotel Ram Ratan Grand,529/5 ORR tollgatekishanguda Shamshabad bad Hyderabad Hyderabad Telangana 501218 India,18 km to city centre 67 km to Hyderabad HYD-Rajiv Gandhi Intl,Free parking,13351,,Hyderabad,2021-12-02,2021-02-16
119,OYO 63209 Hotel Ram Ratan Grand,529/5 ORR tollgatekishanguda Shamshabad bad Hyderabad Hyderabad Telangana 501218 India,18 km to city centre 67 km to Hyderabad HYD-Rajiv Gandhi Intl,Free parking,13351,,Hyderabad,2021-12-02,2021-02-16
120,HOTEL THE CONCLAVE,Gowlidoddi Rd Hyderabad Telangana 500032 India,16 km to city centre 24 km to Hyderabad HYD-Rajiv Gandhi Intl,Free parkingRestaurant,8000,,Hyderabad,2021-12-02,2021-02-16
121,Capital O 47601 Airport Palace Hotel,2158/1/1 Fort grand road Ranga Reddy Hyderabad Hyderabad Telangana 501218 India,16 km to city centre 60 km to Hyderabad HYD-Rajiv Gandhi Intl,Free parkingKitchen,9590,,Hyderabad,2021-12-02,2021-02-16
122,HMC Hotel,Gosha Road MJ Market Hyderabad Telangana 500001 India,10 km to city centre 16 km to Hyderabad HYD-Rajiv Gandhi Intl,,7996,,Hyderabad,2021-12-02,2021-02-16
123,OYO 4025 Hotel Meredian Orchid,11465015 Lakdi Ka pul Hyderabad Telangana 500004 India,16 km to city centre 18 km to Hyderabad HYD-Rajiv Gandhi Intl,,13641,,Hyderabad,2021-12-02,2021-02-16
124,Cannychoice Inn,Hotel CannyChoice Inn Plot No 60 & 61 Green Hamlet Shilpa Park Rd Kondapur Hyderabad Telangana 500084 India,14 km to city centre 26 km to Hyderabad HYD-Rajiv Gandhi Intl,Free parkingRestaurant,8000,,Hyderabad,2021-12-02,2021-02-16
125,Capital O 65104 Che Sigma Hotel,107/11 Beside Firdous Cafe Chinthalkunta ta Hyderabad Hyderabad Telangana 500074 India,11 km to city centre 16 km to Hyderabad HYD-Rajiv Gandhi Intl,,5254,,Hyderabad,2021-12-02,2021-02-16
126,Hotel Lotus Grand,94147 to 153 opprailway station Gurudwaralane Rezimental Bazar Hyderabad Telangana 500003 India,70 km to city centre 23 km to Hyderabad HYD-Rajiv Gandhi Intl,Free parkingRestaurant,8640,,Hyderabad,2021-12-02,2021-02-16
127,Hotel Gaurishree,Hall no8chittod complex mpnagarzone1bhopal Hyderabad 462011 India,23 km to city centre 16 km to Hyderabad HYD-Rajiv Gandhi Intl,Free parking,8564,,Hyderabad,2021-12-02,2021-02-16
128,Deccan Comforts,No 5919/14 15 Old Secretariat Road Green Gates Saifabad Hyderabad Telangana 500022 India,22 km to city centre 18 km to Hyderabad HYD-Rajiv Gandhi Intl,,3996,,Hyderabad,2021-12-02,2021-02-16
129,Avasa Hotels,Plot No 15 24 25 & 26 Survey No64 Sector1 Huda Techno Enclave Hyderabad Andhra Pradesh 500081 India,11 km to city centre 24 km to Hyderabad HYD-Rajiv Gandhi Intl,PoolFree parkingAirport transferSpaGymRestaurant,16400,,Hyderabad,2021-12-02,2021-02-16
130,Avasa Hotels,Plot No 15 24 25 & 26 Survey No64 Sector1 Huda Techno Enclave Hyderabad Andhra Pradesh 500081 India,11 km to city centre 24 km to Hyderabad HYD-Rajiv Gandhi Intl,PoolFree parkingAirport transferSpaGymRestaurant,16400,,Hyderabad,2021-12-02,2021-02-16
131,Novotel   Airport Hotel,Rajiv Gandhi International Airport Shamshabad RR District Hyderabad Andhra Pradesh 500409 India,16 km to city centre 15 km to Hyderabad HYD-Rajiv Gandhi Intl,PoolFree parkingSpaGymRestaurantBar,20800,,Hyderabad,2021-12-02,2021-02-16
132,OYO 49253 Raja Residency,151&560 Raja Deluxe Complex Street Number 7 Musheerabad umber 7 Hyderabad Telangana 500020 India,47 km to city centre 20 km to Hyderabad HYD-Rajiv Gandhi Intl,Free parking,16007,,Hyderabad,2021-12-02,2021-02-16
133,Taj Krishna,Rd Number 1 Mada Manzil Banjara Hills Telangana Hyderabad Andhra Pradesh 500034 India,35 km to city centre 19 km to Hyderabad HYD-Rajiv Gandhi Intl,PoolFree parkingAirport transferSpaGymRestaurant,26000,,Hyderabad,2021-12-02,2021-02-16
134,OYO 33504 Hotel Ananda Inn,1415&16 Kukatpally Industrial EstateOpp RS Brothers Beside KPHB Bus Hyderabad Telangana 500072 India,14 km to city centre 28 km to Hyderabad HYD-Rajiv Gandhi Intl,Free parking,12119,,Hyderabad,2021-12-02,2021-02-16
135,Park Hyatt  ,Road No 2 Banjara Hills Hyderabad Andhra Pradesh 500034 India,55 km to city centre 20 km to Hyderabad HYD-Rajiv Gandhi Intl,PoolFree parkingAirport transferSpaGymRestaurant,18966,,Hyderabad,2021-12-02,2021-02-16
136,Hill View Guest Houses - Begumpet,HNo18308/4/2 Rdno1 Patigadda Begumpet Hyderabad Telangana 500003 India,60 km to city centre 22 km to Hyderabad HYD-Rajiv Gandhi Intl,Free parkingRestaurant,6476,,Hyderabad,2021-12-02,2021-02-16
137,Hill View,APBH Phase 4 Hyderabad Telangana 500032 India,13 km to city centre 24 km to Hyderabad HYD-Rajiv Gandhi Intl,Free parking,8360,,Hyderabad,2021-12-02,2021-02-16
138,Hotel Sri Mayuri,3354/5 to 9 kachiguda station road Hyderabad telangana 500027 India,29 km to city centre 17 km to Hyderabad HYD-Rajiv Gandhi Intl,Free parkingAirport transferRestaurant,8280,,Hyderabad,2021-12-02,2021-02-16
139,THE GRAND PLAZA A BOUTIQUE HOTEL,5988/A/1 Opp Assembly Metro Station Pillar #A1255 Hyderabad Telangana 500001 India,11 km to city centre 17 km to Hyderabad HYD-Rajiv Gandhi Intl,Free parkingPet-friendly,7600,,Hyderabad,2021-12-02,2021-02-16
140,Golkonda Resorts & Spa,Gandipet Sagar Mahal Complex Hyderabad Andhra Pradesh 500075 India,16 km to city centre 21 km to Hyderabad HYD-Rajiv Gandhi Intl,PoolFree parkingAirport transferSpaGymRestaurant,33300,,Hyderabad,2021-12-02,2021-02-16
141,Golkonda Resorts & Spa,Gandipet Sagar Mahal Complex Hyderabad Andhra Pradesh 500075 India,16 km to city centre 21 km to Hyderabad HYD-Rajiv Gandhi Intl,PoolFree parkingAirport transferSpaGymRestaurant,33300,,Hyderabad,2021-12-02,2021-02-16
142,Aditya Park-A Sarovar Portico Hotel,Ameerpet Aditya Enclave Hyderabad Andhra Pradesh 500038 India,57 km to city centre 21 km to Hyderabad HYD-Rajiv Gandhi Intl,Free parkingAirport transferGymRestaurantBarBathtub,5850,,Hyderabad,2021-12-02,2021-02-16
143,Anmol Continental,5920/A Saifabad Khairtabad Hyderabad Telangana 500081 India,19 km to city centre 18 km to Hyderabad HYD-Rajiv Gandhi Intl,Free parking,8796,,Hyderabad,2021-12-02,2021-02-16
144,OYO 29928 Royal Emirates Banjara,H No 82231/15/16/17 Nagarjuna Hills Punjagutta Hyderabad Telangana 500082 India,46 km to city centre 20 km to Hyderabad HYD-Rajiv Gandhi Intl,Free parkingBathtub,6218,,Hyderabad,2021-12-02,2021-02-16
145,OYO 71431 Hotel Polo,631099/1/13 Nishat Bagh Colony Ward 97 Somajiguda Greater Municipal Corporat Hyderabad Telangana 500082 India,40 km to city centre 20 km to Hyderabad HYD-Rajiv Gandhi Intl,Free parking,20517,,Hyderabad,2021-12-02,2021-02-16
146,Gardenia Service Apartments,540 Venkateshwara Nagar Aurora Colony Banjara Hills Hyderabad Telangana 500034 India,52 km to city centre 20 km to Hyderabad HYD-Rajiv Gandhi Intl,Free parking,20517,,Hyderabad,2021-12-02,2021-02-16
147,Mercure   KCP Hotel,6 3 551 Banjara Hills Somajiguda Hyderabad 500082 India,34 km to city centre 19 km to Hyderabad HYD-Rajiv Gandhi Intl,Free parkingAirport transferGymRestaurantBarInternet access,12479,,Hyderabad,2021-12-02,2021-02-16
148,Lemon Tree Hotel Gachibowli  ,No 115/1Financial District Nanakramguda Serilingampally Gachibowli Hyderabad Andhra Pradesh 500032 India,15 km to city centre 23 km to Hyderabad HYD-Rajiv Gandhi Intl,Free parkingAirport transferBathtubConnecting rooms available,6590,,Hyderabad,2021-12-02,2021-02-16
149,ibis   Hitech City Hotel,Plot 3 Techno Enclave Hitech City Main Road Patrika Nagar Hyderabad Telangana 500081 India,11 km to city centre 24 km to Hyderabad HYD-Rajiv Gandhi Intl,Free parkingGymRestaurantBarConnecting rooms available,6598,,Hyderabad,2021-12-02,2021-02-16
150,Capital O 72734 Hotel Sri Mayuri,80 Chappal Bazaar Ward 80 Kachiguda Greater Municipal Corporation Central Zo Hyderabad Telangana 500027 India,28 km to city centre 17 km to Hyderabad HYD-Rajiv Gandhi Intl,Free parkingKitchen,13892,,Hyderabad,2021-12-02,2021-02-16
151,Aditya Hometel,Adjacent To Satyam Theatre Balkampet Rd Ameerpet Hyderabad Andhra Pradesh 500001 India,58 km to city centre 21 km to Hyderabad HYD-Rajiv Gandhi Intl,Free parkingAirport transferRestaurant,6638,,Hyderabad,2021-12-02,2021-02-16
152,Aditya Hometel,Adjacent To Satyam Theatre Balkampet Rd Ameerpet Hyderabad Andhra Pradesh 500001 India,58 km to city centre 21 km to Hyderabad HYD-Rajiv Gandhi Intl,Free parkingAirport transferRestaurant,6638,,Hyderabad,2021-12-02,2021-02-16
153,Lemon Tree Hotel Banjara Hills,63248/1/1/B Bhaskara Plaza Road No1 Banjara Hills Hyderabad Telangana 500034 India,31 km to city centre 19 km to Hyderabad HYD-Rajiv Gandhi Intl,Free parkingGymRestaurantBathtub,10077,,Hyderabad,2021-12-02,2021-02-16
154,"Red Fox Hotel, HITEC City,  ",Plot No 2 HITEC City Hyderabad Andhra Pradesh 500081 India,11 km to city centre 23 km to Hyderabad HYD-Rajiv Gandhi Intl,Free parkingAirport transferGymRestaurantBar,7197,,Hyderabad,2021-12-02,2021-02-16
155,OYO 47251 M&m Rooms,01 Shirdi Sai Nagar Hyderabad Telangana 500042 India,84 km to city centre 24 km to Hyderabad HYD-Rajiv Gandhi Intl,,20517,,Hyderabad,2021-12-02,2021-02-16
156,Hyatt   Gachibowli,Road No 2 IT Park Gachibowli Hyderabad Andhra Pradesh 500019 India,14 km to city centre 22 km to Hyderabad HYD-Rajiv Gandhi Intl,PoolFree parkingPet-friendlyAirport transferSpaGym,11730,,Hyderabad,2021-12-02,2021-02-16
157,i- Stay Hotels -Hitec,291/30/1 S1 Whitefields Opp to Jayabheri Silicon County Hyderabad Telangana 500081 India,13 km to city centre 25 km to Hyderabad HYD-Rajiv Gandhi Intl,Free parkingGym,7600,,Hyderabad,2021-12-02,2021-02-16
158,OYO 28637 Gokul Grand,71212/8 Shivbagh Ameerpet Hyderabad Telangana 500016 India,61 km to city centre 22 km to Hyderabad HYD-Rajiv Gandhi Intl,Free parkingBathtub,7690,,Hyderabad,2021-12-02,2021-02-16
159,Hill View Guest House - Gachibowli 2,Plot No18JayabheriPine valley Nr Care Hospital Gachibowli Hyderabad Telangana 500032 India,11 km to city centre 22 km to Hyderabad HYD-Rajiv Gandhi Intl,Free parking,6480,,Hyderabad,2021-12-02,2021-02-16
160,The Central Park,35863 & 864 Old MLA Quaters Rd Hyderabad Telangana 500029 India,20 km to city centre 18 km to Hyderabad HYD-Rajiv Gandhi Intl,Free parkingAirport transferRestaurantInternet access,6782,,Hyderabad,2021-12-02,2021-02-16
161,"ITC Kakatiya, a Luxury Collection Hotel,  ",6 3 1187 Begumpet Hyderabad Andhra Pradesh 500016 India,49 km to city centre 21 km to Hyderabad HYD-Rajiv Gandhi Intl,PoolFree parkingSpaGymRestaurantBar,16800,,Hyderabad,2021-12-02,2021-02-16
162,Best Western Ashoka,6170 Lakdikapul Hyderabad Andhra Pradesh 500004 India,17 km to city centre 18 km to Hyderabad HYD-Rajiv Gandhi Intl,Free parkingAirport transferGymRestaurantBar,10422,,Hyderabad,2021-12-02,2021-02-16
163,Best Western Ashoka,6170 Lakdikapul Hyderabad Andhra Pradesh 500004 India,17 km to city centre 18 km to Hyderabad HYD-Rajiv Gandhi Intl,Free parkingAirport transferGymRestaurantBar,10422,,Hyderabad,2021-12-02,2021-02-16
164,OYO 28207 Classic Guest House,198/90/26 Madhapur Petrol Bunk Phase 2 Madhapur 2 Madhapur Hyderabad Hyderab Hyderabad Telangana 500081 India,98 km to city centre 22 km to Hyderabad HYD-Rajiv Gandhi Intl,,37755,,Hyderabad,2021-12-02,2021-02-16
165,The Peerless Inn  ,Plot No 15 to 18 Lumbini Layout Gachibowli Hyderabad Andhra Pradesh 500032 India,11 km to city centre 22 km to Hyderabad HYD-Rajiv Gandhi Intl,Free parkingAirport transferGymRestaurantBarConnecting rooms available,12800,,Hyderabad,2021-12-02,2021-02-16
166,OYO 9968 Unique Homes,139Jubliee Garden LayoutHanuman Nagar Lane Behind Haveli Club8Kothaguda Hyderabad 500084 India,13 km to city centre 25 km to Hyderabad HYD-Rajiv Gandhi Intl,Free parkingRestaurantBathtub,11983,,Hyderabad,2021-12-02,2021-02-16
167,Guest inn Suites,82438/2 Road No 4 Banjara Hills Hyderabad Telangana 300034 India,42 km to city centre 20 km to Hyderabad HYD-Rajiv Gandhi Intl,Free parkingAirport transferRestaurant,9996,,Hyderabad,2021-12-02,2021-02-16
168,KP Suites,No 198/4 Madhapur Main Raod Madhapur Main Raod Hitec City Hyderabad Telengana 500081 India,99 km to city centre 23 km to Hyderabad HYD-Rajiv Gandhi Intl,Free parkingAirport transferRestaurantInternet access,5996,,Hyderabad,2021-12-02,2021-02-16
169,"ITC Kohenur, a Luxury Collection Hotel,  ",Plot No5 Hyderabad Knowledge City Madhapur Hyderabad Telangana 500081 India,98 km to city centre 22 km to Hyderabad HYD-Rajiv Gandhi Intl,Free parkingAirport transferSpaGymRestaurantBar,29200,,Hyderabad,2021-12-02,2021-02-16
170,Daspalla  ,Road No 37 Jubilee Hills Hyderabad Andhra Pradesh 500033 India,84 km to city centre 22 km to Hyderabad HYD-Rajiv Gandhi Intl,PoolFree parkingAirport transferSpaGymRestaurant,16106,,Hyderabad,2021-12-02,2021-02-16
171,Novotel   Convention Centre Hotel,Novotel & HICC Complex Adjacent to Hitec City Hyderabad Telangana 500081 India,14 km to city centre 26 km to Hyderabad HYD-Rajiv Gandhi Intl,PoolFree parkingAirport transferSpaGymRestaurant,12400,,Hyderabad,2021-12-02,2021-02-16
172,The Golkonda  ,Banjara Hills Masab Tank Hyderabad Andhra Pradesh 500 028 India,21 km to city centre 18 km to Hyderabad HYD-Rajiv Gandhi Intl,PoolFree parkingAirport transferGymRestaurantBar,12600,,Hyderabad,2021-12-02,2021-02-16
173,Tabla Pride,Road Number1 Banjara Hills Besides Care Hospital Hyderabad Telangana 500034 India,31 km to city centre 19 km to Hyderabad HYD-Rajiv Gandhi Intl,Free parkingSpaRestaurantBar,10557,,Hyderabad,2021-12-02,2021-02-16
174,Tabla Pride,Road Number1 Banjara Hills Besides Care Hospital Hyderabad Telangana 500034 India,31 km to city centre 19 km to Hyderabad HYD-Rajiv Gandhi Intl,Free parkingSpaRestaurantBar,10557,,Hyderabad,2021-12-02,2021-02-16
175,OYO 30151 Golden Hive,3674 Road No 36 Near 100 Ft Road Ayyappa Society Madhapur Hyderabad Telangana 500081 India,10 km to city centre 24 km to Hyderabad HYD-Rajiv Gandhi Intl,Free parkingBathtub,7464,,Hyderabad,2021-12-02,2021-02-16
176,Hotel Imperial Classic,18525 RTC X Road Chikkadpally Hyderabad Telangana 500020 India,36 km to city centre 19 km to Hyderabad HYD-Rajiv Gandhi Intl,Free parkingAirport transfer,6800,,Hyderabad,2021-12-02,2021-02-16
177,Hotel Minerva Grand,82616 Road No 11 Banjara Hills Hyderabad Andhra Pradesh 500034 India,36 km to city centre 19 km to Hyderabad HYD-Rajiv Gandhi Intl,Free parkingAirport transferGymRestaurantBar,12661,,Hyderabad,2021-12-02,2021-02-16
178,Courtyard by Marriott  ,1 3 1024 Lower Tank Bund Road Hyderabad Andhra Pradesh 500001 India,47 km to city centre 21 km to Hyderabad HYD-Rajiv Gandhi Intl,PoolFree parkingAirport transferSpaGymRestaurant,12462,,Hyderabad,2021-12-02,2021-02-16
179,The Palazzo,House No: 1531 Plot No: 103 to 105 KPHB 5th Phase Hyderabad Andhra Pradesh 500072 India,13 km to city centre 27 km to Hyderabad HYD-Rajiv Gandhi Intl,Free parkingAirport transferRestaurant,10000,,Hyderabad,2021-12-02,2021-02-16
180,Hotel Asian International,116210 Public Garden Road Nampally Hyderabad Telangana 500001 India,07 km to city centre 17 km to Hyderabad HYD-Rajiv Gandhi Intl,Internet access,3960,,Hyderabad,2021-12-02,2021-02-16
181,Hotel B Plus L,Plot No 37 & 38 Sy No 66 & 67 Jubilee Enclave Madhapur Hyderabad Telangana 500081 India,12 km to city centre 25 km to Hyderabad HYD-Rajiv Gandhi Intl,Free parkingGymRestaurantConnecting rooms available,13996,,Hyderabad,2021-12-02,2021-02-16
182,Ellaa Hotel Gachibowli,Hill Ridge Springs Gachibowli Near Hitech City Hyderabad Telangana 500 032 India,14 km to city centre 24 km to Hyderabad HYD-Rajiv Gandhi Intl,PoolFree parkingAirport transferSpaGymRestaurant,13710,,Hyderabad,2021-12-02,2021-02-16
183,Oakwood Residence Kapil  ,Syno 115/1 Kapil Towers IT Park NanakramgudaFinancial District Hyderabad Andhra Pradesh 500032 India,14 km to city centre 23 km to Hyderabad HYD-Rajiv Gandhi Intl,PoolFree parkingPet-friendlyAirport transferGymRestaurant,10020,,Hyderabad,2021-12-02,2021-02-16
184,Hotel Geetanjali,41938/26/A New Marketing Complex Abids Tilak Road Hyderabad Andhra Pradesh 500001 India,13 km to city centre 17 km to Hyderabad HYD-Rajiv Gandhi Intl,Free parking,3596,,Hyderabad,2021-12-02,2021-02-16
185,Hotel Geetanjali,41938/26/A New Marketing Complex Abids Tilak Road Hyderabad Andhra Pradesh 500001 India,13 km to city centre 17 km to Hyderabad HYD-Rajiv Gandhi Intl,Free parking,3596,,Hyderabad,2021-12-02,2021-02-16
186,The Westin   Mindspace,Raheja IT Park Hitec City Madhapur Hyderabad Telangana 500081 India,99 km to city centre 22 km to Hyderabad HYD-Rajiv Gandhi Intl,PoolFree parkingAirport transferSpaGymRestaurant,21060,,Hyderabad,2021-12-02,2021-02-18
187,Le Meridien  ,Plot No 132 Miyapur Rd Gachibowli Hyderabad Telangana 500032 India,13 km to city centre 24 km to Hyderabad HYD-Rajiv Gandhi Intl,PoolFree parkingSpaGymRestaurantBar,18450,,Hyderabad,2021-12-02,2021-02-18
188,Radisson Blu Plaza Hotel   Banjara Hills,82409 Road No 6 Banjara Hills Hyderabad Andhra Pradesh 500034 India,45 km to city centre 20 km to Hyderabad HYD-Rajiv Gandhi Intl,PoolFree parkingAirport transferSpaGymRestaurant,18937, 7.6,Hyderabad,2021-12-02,2021-02-18
