,name,address,location,amentities,price,rating,no of reviews,city,Check_in_date,Check_out_date
2956,Hotel Shobla Royale,"Hotel Shobla Royale Near Dhalpur, Hotel Shobla Royale Near Dhalpu, Kullu, HP, 175101, India","26 km to city centre
20 km to Chalal Trek Trail",Free parkingRestaurantBar,"Rs20,096",,,Kullu,12/02/2021,16/02/2021
2957,Hotel The Nest,"Kullu, Himachal Pradesh,, Near Main Bus Stand, Sarwari Bazar Kullu, Kullu, Himachal Pradesh, 175101, India","26 km to city centre
20 km to Chalal Trek Trail",Free parkingRestaurant,"Rs200,000",,,Kullu,12/02/2021,16/02/2021
2958,Royal Mansion,"Royal Mansion, Manikaran Road,Bhunter, Kullu, Himachalpradesh, 175125, India","24 km to city centre
21 km to Chalal Trek Trail",Free parkingRestaurant,"Rs200,000",,,Kullu,12/02/2021,16/02/2021
2959,Asaka Himalayan Inspiration lodge Kasol,"Village and post office kasol, Manikaran H P Kullu Himachal Pradesh, Kullu, Himachal Pradesh, 175105, India","6.9 km to city centre
0.5 km to Chalal Trek Trail",Free parking,"Rs22,000",,,Kullu,12/02/2021,16/02/2021
2960,Hukam's Holiday Home,"Situated at VPO Kasol, Tehsil Bhuntar, Kullu, Himachal Pradesh, 175105, India","6.5 km to city centre
0.3 km to Chalal Trek Trail",Free parking,"Rs18,000",,,Kullu,12/02/2021,16/02/2021
2961,Highland Choj,"kasol Manikaran road Kullu Himachal, kasol Manikaran road Kullu Himachal, Kullu, HP, 175105, India","5.6 km to city centre
1.5 km to Chalal Trek Trail",Free parking,"Rs6,000",,,Kullu,12/02/2021,16/02/2021
2962,Nomads Hostel,"Village Chojh, Chojh Bridge Kasol, Manikaran Road, Kullu, Himachal Pradesh, 175105, India","5.5 km to city centre
1.6 km to Chalal Trek Trail",Free parkingPet-friendly,"Rs10,996",,,Kullu,12/02/2021,16/02/2021
2963,Nomads Hostel,"Village Chojh, Chojh Bridge Kasol, Manikaran Road, Kullu, Himachal Pradesh, 175105, India","5.5 km to city centre
1.6 km to Chalal Trek Trail",Free parkingPet-friendly,"Rs10,996",,,Kullu,12/02/2021,16/02/2021
2964,OYO 7341 Hotel Himalayan Hamlet,"Tikkar Bori Spring, Near Baba Balak Nath Temple,Bhunter Road, Kullu, Himachal Pradesh, 175101, India","26 km to city centre
21 km to Chalal Trek Trail",Free parkingBathtub,"Rs44,551",,,Kullu,12/02/2021,16/02/2021
2965,Stonedage Tosh,"Tosh Village, Phati Manikaran, Kullu, Himachal Pradesh, 175105, India","8.4 km to city centre
14 km to Chalal Trek Trail",,"Rs24,200",,,Kullu,12/02/2021,16/02/2021
2966,Stonedage Tosh,"Tosh Village, Phati Manikaran, Kullu, Himachal Pradesh, 175105, India","8.4 km to city centre
14 km to Chalal Trek Trail",,"Rs24,200",,,Kullu,12/02/2021,16/02/2021
2967,Stonedage Tosh,"Tosh Village, Phati Manikaran, Kullu, Himachal Pradesh, 175105, India","8.4 km to city centre
14 km to Chalal Trek Trail",,"Rs24,200",,,Kullu,12/02/2021,16/02/2021
2968,The Himalayan Wild Retreat,"Village Bhalagram, Post Office Tandi, Kullu, Banjar, Himachal Pradesh, 175123, India","40 km to Kullu
42 km to Chalal Trek Trail",Restaurant,"Rs6,210",,,Kullu,12/02/2021,16/02/2021
2969,Capital O 30169 Signature Manaali,"1 Patlikul, Himachal Pradesh, Manali, 175136, India","26 km to Kullu
19 km to Chalal Trek Trail",Free parkingBathtub,"Rs37,755",,,Kullu,12/02/2021,16/02/2021
2970,The Manali Inn,"Rangree, National Highway-21, Manali, Himachal Pradesh, 175131, India","33 km to Kullu
28 km to Chalal Trek Trail",Free parkingAirport transferSpaGymRestaurantBar,"Rs14,000",,,Kullu,12/02/2021,16/02/2021
2971,Lords Residency,"Left Bank, Naggar Road, Aleo, Manali Distt Kullu Himachal Pradesh, Manali, Himachal Pardesh, 175131, India","33 km to Kullu
28 km to Chalal Trek Trail",Free parkingRestaurant,"Rs10,000",,,Kullu,12/02/2021,16/02/2021
2972,"Tara Inn, Manali","Opposite Club House, Old Manali, Manali, Himachal Pradesh, 175131, India","35 km to Kullu
30 km to Chalal Trek Trail",Free parking,"Rs4,800",,,Kullu,12/02/2021,16/02/2021
2973,"Tara Inn, Manali","Opposite Club House, Old Manali, Manali, Himachal Pradesh, 175131, India","35 km to Kullu
30 km to Chalal Trek Trail",Free parking,"Rs4,800",,,Kullu,12/02/2021,16/02/2021
2974,OYO 26982 The Stay (luxury Chalet),"Nh21, Bhanu Village, Jagatsukh, Manali, Himachal Pradesh, 175143, India","29 km to Kullu
23 km to Chalal Trek Trail",Free parkingRestaurantBathtub,"Rs33,980",,,Kullu,12/02/2021,16/02/2021
2975,Snow Valley Resorts,"Log Hut Area, Manali, Himachal Pradesh, 175131, India","33 km to Kullu
28 km to Chalal Trek Trail",Free parkingRestaurantBar,"Rs20,955",,,Kullu,12/02/2021,16/02/2021
2976,OYO 9486 Mahadev Cottage,"Rohtang Highway, Vasisth Road, Manali, 175131, India","35 km to Kullu
30 km to Chalal Trek Trail",Free parkingRestaurant,"Rs8,975",,,Kullu,12/02/2021,16/02/2021
2977,Sterling Manali,"Prini Naggar Hwy, Left Bank Road, Prini, Kullu Dist, Manali, Himachal Pradesh, 175131, India","31 km to Kullu
26 km to Chalal Trek Trail",Free parkingAirport transferRestaurantBar,"Rs20,800",,,Kullu,12/02/2021,16/02/2021
2978,Offbeat Abodes -Tirthan Valley,"Village Bari Ropa, P.O. Gahidhar, Tehsil, Banjar, HP, 175123, India","39 km to Kullu
43 km to Chalal Trek Trail",Free parkingPet-friendlyRestaurant,"Rs32,032",,,Kullu,12/02/2021,16/02/2021
2979,Offbeat Abodes -Tirthan Valley,"Village Bari Ropa, P.O. Gahidhar, Tehsil, Banjar, HP, 175123, India","39 km to Kullu
43 km to Chalal Trek Trail",Free parkingPet-friendlyRestaurant,"Rs32,032",,,Kullu,12/02/2021,16/02/2021
2980,Hotel Monarch Residency Manali,"Nagar Rd, Manali, HP, 175131, India","33 km to Kullu
28 km to Chalal Trek Trail",Free parkingRestaurantBathtubInternet access,"Rs5,400",,,Kullu,12/02/2021,16/02/2021
2981,goSTOPS Manali,"Near Oak Land House, Manali, HP, 175131, India","35 km to Kullu
30 km to Chalal Trek Trail",Parking availablePet-friendlyInternet accessConnecting rooms available,"Rs4,397",,,Kullu,12/02/2021,16/02/2021
2982,Gezellig Inn Tree Hill Cottages & Kanyal Villas,"Kanyal Road, Simsa, Chhiyal, Manali, Himachal Pradesh, 175131, India","31 km to Kullu
26 km to Chalal Trek Trail",Free parkingPet-friendly,"Rs14,000",,,Kullu,12/02/2021,16/02/2021
2983,Mastiff Grand Manali by OTHPL,"Kullu Manali National Highway, District Kullu, Manali, Himachal Pradesh, 175 131, India","30 km to Kullu
24 km to Chalal Trek Trail",Free parkingAirport transferSpaGymRestaurantBar,"Rs14,200",,,Kullu,12/02/2021,16/02/2021
2984,The Laurent and Banon Resorts,"Kanyal Rd, Manali, HP, 175131, India","31 km to Kullu
26 km to Chalal Trek Trail",Free parkingAirport transferGymRestaurantBar,"Rs15,800",,,Kullu,12/02/2021,16/02/2021
2985,Hotel Maple Retreat,"NH-21, Rangri, Manali, Manali, 175131, India","32 km to Kullu
27 km to Chalal Trek Trail",Free parkingRestaurant,"Rs18,000",,,Kullu,12/02/2021,16/02/2021
2986,The Highland Park,"Nehru Kund, Manali, Himachal Pradesh, 175131, India","38 km to Kullu
33 km to Chalal Trek Trail",PoolFree parkingAirport transferGymRestaurantBar,"Rs18,000",,,Kullu,12/02/2021,16/02/2021
2987,Renest River Country Resort Manali,"N-H-21 Rangri,, Manali, Himachal Pradesh, 175131, India","32 km to Kullu
27 km to Chalal Trek Trail",Free parkingGymRestaurantBarConnecting rooms available,"Rs14,106",,,Kullu,12/02/2021,16/02/2021
2988,OYO 11618 Sarthak Regency,"Sarthak Regency, Manali, 175131, India","31 km to Kullu
26 km to Chalal Trek Trail",RestaurantBathtub,"Rs44,551",,,Kullu,12/02/2021,16/02/2021
2989,The Himalayan,"Hadimba Road, Kullu Valley, Manali, Himachal Pradesh, 175131, India","34 km to Kullu
29 km to Chalal Trek Trail",PoolFree parkingGymRestaurantBarBathtub,"Rs37,600",,,Kullu,12/02/2021,16/02/2021
2990,The Himalayan,"Hadimba Road, Kullu Valley, Manali, Himachal Pradesh, 175131, India","34 km to Kullu
29 km to Chalal Trek Trail",PoolFree parkingGymRestaurantBarBathtub,"Rs37,600",,,Kullu,12/02/2021,16/02/2021
2991,Hotel Rock Sea,"opposite BSNL Telephone Exchange, near Mall Road, Manali, Himachal Pradesh, 175131, India","33 km to Kullu
28 km to Chalal Trek Trail",Free parkingAirport transferRestaurant,"Rs5,024",,,Kullu,12/02/2021,16/02/2021
2992,Jannat Resort Manali,"Gadherni Road village Brod P.O Kalath, Tehsil, Manali, Himachal Pradesh, 175131, India","31 km to Kullu
25 km to Chalal Trek Trail",Free parkingRestaurant,"Rs8,100",,,Kullu,12/02/2021,16/02/2021
2993,Tall Trees Resort by OpenSky,"NH-22 Chandigarh Manali Highway, Manali (13 km), Manali, 685612, India","27 km to Kullu
21 km to Chalal Trek Trail",Free parkingRestaurantInternet access,"Rs20,440",,,Kullu,12/02/2021,16/02/2021
2994,Rockland Inn,"Kanyal Road, Simsa, Gadherni, Manali, Himachal Pradesh, 175131, India","31 km to Kullu
26 km to Chalal Trek Trail",Free parkingRestaurant,"Rs8,800",,,Kullu,12/02/2021,16/02/2021
2995,Mango Hotels Manali,"Manali, Manali, Manali, Himachal Pradesh, 175131, India","33 km to Kullu
28 km to Chalal Trek Trail",Free parkingRestaurant,"Rs6,396",,,Kullu,12/02/2021,16/02/2021
2996,Utopia Resorts & Spa,"Near Hadimba Temple, Manali, 175131, India","34 km to Kullu
29 km to Chalal Trek Trail",PoolFree parkingAirport transferSpaRestaurant,"Rs7,175",,,Kullu,12/02/2021,16/02/2021
2997,Bharhka Countryside Cottage Resorts,"Bharhka Road, Sarsai, Manali, Himachal Pradesh, 175136, India","25 km to Kullu
19 km to Chalal Trek Trail",PoolFree parkingAirport transferRestaurant,"Rs8,297",,,Kullu,12/02/2021,16/02/2021
2998,OYO 12859 Valley View Cottage,"Kanyal Rd, Gadherni Village, Manali, Himachal Pradesh, 175131, India","31 km to Kullu
25 km to Chalal Trek Trail",Free parkingRestaurantBathtub,"Rs44,551",,,Kullu,12/02/2021,16/02/2021
2999,Hotel Crystal,"Near Mall Road, Circuit House Road, Manali, 175131, India","34 km to Kullu
29 km to Chalal Trek Trail",Free parkingRestaurant,"Rs6,240",,,Kullu,12/02/2021,16/02/2021
3000,Keys Lite Apple Nest by Lemon Tree Hotels,"Sajjanu Ville, Rangri Area, Manali, Himachal Pradesh, 175131, India","31 km to Kullu
26 km to Chalal Trek Trail",Free parkingAirport transferRestaurantConnecting rooms available,"Rs8,360",,,Kullu,12/02/2021,16/02/2021
3001,Keys Lite Apple Nest by Lemon Tree Hotels,"Sajjanu Ville, Rangri Area, Manali, Himachal Pradesh, 175131, India","31 km to Kullu
26 km to Chalal Trek Trail",Free parkingAirport transferRestaurantConnecting rooms available,"Rs8,360",,,Kullu,12/02/2021,16/02/2021
3002,Hotel Natraj Pure Veg,"NH 21, Rangri, Kullu, Manali, 175131, India","32 km to Kullu
27 km to Chalal Trek Trail",Free parkingRestaurantInternet access,"Rs9,600",,,Kullu,12/02/2021,16/02/2021
3003,Summit Chandertal Regency & Spa,"Naggar Road, Village Shuru, Near Green Tax Barrier, Manali, 175143, India","30 km to Kullu
25 km to Chalal Trek Trail",Free parkingPet-friendlyAirport transferSpaRestaurantBathtub,"Rs6,864",,,Kullu,12/02/2021,16/02/2021
3004,Hotel Angels Inn,"Naggar Road, New Manali, Distt. Kullu H.P., Manali, Himachal Pradesh, 175131, India","33 km to Kullu
28 km to Chalal Trek Trail",Free parkingAirport transferRestaurantBathtubConnecting rooms available,"Rs3,000",,,Kullu,12/02/2021,16/02/2021
3005,OYO 7579 Roo Cottage,"Before Bang Village, Rohtang Road, Manali, 175131, India","36 km to Kullu
31 km to Chalal Trek Trail",Free parkingPet-friendly,"Rs44,551",,,Kullu,12/02/2021,16/02/2021
3006,Manuallaya The Resort Spa in the Himalayas,"Sunny Side Chadiyari, Manali, Himachal Pradesh, 175131, India","34 km to Kullu
29 km to Chalal Trek Trail",PoolFree parkingSpaGymRestaurantBar,"Rs25,840",,,Kullu,12/02/2021,16/02/2021
3007,"Broadways Inn - Hotel, Resort & Spa","Hadimba Road, Near Mall Road, Manali, Himachal Pradesh, 175131, India","34 km to Kullu
29 km to Chalal Trek Trail",Free parkingAirport transferSpaRestaurantBarInternet access,"Rs18,750",,,Kullu,12/02/2021,16/02/2021
3008,Pashmina,"Sajjanu Ville, Simsa, Manali, Himachal Pradesh, 175131, India","32 km to Kullu
26 km to Chalal Trek Trail",Free parkingRestaurant,"Rs14,000",,,Kullu,12/02/2021,16/02/2021
3009,"Larisa Resort, Manali","Naggar- Manali Road, Distt Kullu, Manali, Himachal Pradesh, 175136, India","26 km to Kullu
20 km to Chalal Trek Trail",PoolFree parkingPet-friendlyAirport transferSpaRestaurant,"Rs34,800",,,Kullu,12/02/2021,16/02/2021
3010,Abhilashi residency,"nasogi village, near,khatu shyam temple, Manali, HP, 175131, India","34 km to Kullu
29 km to Chalal Trek Trail",Free parkingRestaurant,"Rs12,000",,,Kullu,12/02/2021,16/02/2021
3011,OYO 13586 Hotel Monarch,"Hotel Monarch Residency, Left Bank Aleo, Kullu Naggar - Manali Rd, Aleo, Manali, Himachal Pradesh, 175131, India","33 km to Kullu
28 km to Chalal Trek Trail",Free parkingRestaurantKitchen,"Rs11,981",,,Kullu,12/02/2021,16/02/2021
3012,OYO 13586 Hotel Monarch,"Hotel Monarch Residency, Left Bank Aleo, Kullu Naggar - Manali Rd, Aleo, Manali, Himachal Pradesh, 175131, India","33 km to Kullu
28 km to Chalal Trek Trail",Free parkingRestaurantKitchen,"Rs11,981",,,Kullu,12/02/2021,16/02/2021
3013,Shingar Regency,"Hadimba Road, Manali, Himachal Pradesh, 175131, India","34 km to Kullu
29 km to Chalal Trek Trail",Free parkingRestaurantBathtubConnecting rooms available,"Rs9,775",,,Kullu,12/02/2021,16/02/2021
3014,Glacier Resorts,"Hadimba Devi Road, Distt. Kullu, Manali, Himachal Pradesh, 17513, India","34 km to Kullu
29 km to Chalal Trek Trail",Free parkingGymRestaurantBathtub,"Rs15,705",,,Kullu,12/02/2021,16/02/2021
3015,Himalayan Apple Zone Hotel,"Manali, Distt. Kullu (H.P.), Manali, Distt. Kullu (H.P.), Manali, HP, 175103, India","33 km to Kullu
28 km to Chalal Trek Trail",Free parkingRestaurantKitchen,"Rs8,000",,,Kullu,12/02/2021,16/02/2021
3016,Grand Krisa Resort & Spa,"NH-21, Near Green Tax Barrier,Aluground, Manali, Himachal Pradesh, 175131, India","29 km to Kullu
24 km to Chalal Trek Trail",PoolFree parkingSpaGymRestaurantBar,"Rs16,800",,,Kullu,12/02/2021,16/02/2021
3017,Divine land,"Sainj, Shangarh, Banjar, Himachal Pradesh, 175134, India","27 km to Kullu
31 km to Chalal Trek Trail",Free parkingPet-friendlyAirport transferRestaurantBar,"Rs9,996",,,Kullu,12/02/2021,16/02/2021
3018,Treebo Trend Celebriti Manali,"Old Manali, Near Clubhouse and La Plage Restaurant, Manali, 175131, India","35 km to Kullu
30 km to Chalal Trek Trail",Free parkingRestaurant,"Rs11,005",,,Kullu,12/02/2021,16/02/2021
3019,Gezellig Inn - Vardhan Hills,"Kanyal Road, P.O - Chhiyal, Manali, HP, 175131, India","32 km to Kullu
27 km to Chalal Trek Trail",Free parkingRestaurant,"Rs24,000",,,Kullu,12/02/2021,16/02/2021
3020,"Hill County Resort & Spa, Manali","Kanyal Road, Simsa, Manali, 175131, India","31 km to Kullu
26 km to Chalal Trek Trail",Free parkingSpaRestaurant,"Rs12,000",,,Kullu,12/02/2021,16/02/2021
3021,Snow Flakes Resort,"Nagar Road, Prini Shuru, Manali, Himachal Pradesh, 175131, India","30 km to Kullu
25 km to Chalal Trek Trail",Free parkingSpaGymRestaurant,"Rs28,000",,,Kullu,12/02/2021,16/02/2021
3022,The Orchard Greens Resort and Spa,"Log Huts Area Road, Manali, Himachal Pradesh, 175131, India","34 km to Kullu
29 km to Chalal Trek Trail",Free parkingSpaGymRestaurantBarBathtub,"Rs19,796",,,Kullu,12/02/2021,16/02/2021
3023,The Orchard Greens Resort and Spa,"Log Huts Area Road, Manali, Himachal Pradesh, 175131, India","34 km to Kullu
29 km to Chalal Trek Trail",Free parkingSpaGymRestaurantBarBathtub,"Rs19,796",,,Kullu,12/02/2021,16/02/2021
3024,Janghu Hotel And Restaurant,"Kullu Manali Highway, Rangri, Manali, Himachal Pradesh, 175131, India","32 km to Kullu
26 km to Chalal Trek Trail",Free parkingSpaRestaurant,"Rs23,646",,,Kullu,12/02/2021,16/02/2021
3025,"Comlux Hotel, Manali","Naggar Road, Prini, Manali, Himachal Pradesh, 175131, India","31 km to Kullu
26 km to Chalal Trek Trail",Free parkingAirport transferRestaurant,"Rs8,960",,,Kullu,12/02/2021,16/02/2021
3026,Keekoo Manali,"Log Huts, Hadimba Temple Road, Manali, Himachal Pradesh, 175131, India","34 km to Kullu
29 km to Chalal Trek Trail",Free parkingRestaurant,"Rs12,704",,,Kullu,12/02/2021,16/02/2021
3027,The Anantmaya Resort,"Naggar road, Shuru, Manali, 175131, India","30 km to Kullu
25 km to Chalal Trek Trail",Free parkingAirport transferSpaGymRestaurantBar,"Rs23,400",,,Kullu,12/02/2021,16/02/2021
3028,Madpackers Manali,"Apple County Manu Temple Road, VPO Manali, Manali, HP, 175131, India","35 km to Kullu
30 km to Chalal Trek Trail",Restaurant,"Rs80,000",,,Kullu,12/02/2021,16/02/2021
3029,Hotel Shandela,"Near HPSEB, Distt. Kullu, Manali, Himachal Pradesh, 175131, India","33 km to Kullu
29 km to Chalal Trek Trail",Free parkingRestaurant,"Rs6,000",,,Kullu,12/02/2021,16/02/2021
3030,Hotel Mountain Face by Snow City Hotels,"Near Mahindra Show Room Prini, Manali, Himachal Pradesh, 175143, India","31 km to Kullu
26 km to Chalal Trek Trail",Free parkingRestaurant,"Rs9,100",,,Kullu,12/02/2021,16/02/2021
3031,Heritage Satikva Resorts,"Jhonger, Village Sarsai, Naggar-Manali Highway, Manali, Manali, Himachal Pradesh, 175136, India","25 km to Kullu
19 km to Chalal Trek Trail",Free parkingPet-friendlyAirport transferSpaGymRestaurant,"Rs21,600",,,Kullu,12/02/2021,16/02/2021
3032,Ocean Waves Himalayan Paradise,"HIMALAYAN PARADISE SAJJANNU VILE, SIMSA VILLAGE, MANALI,HIMACHAL PRADESH, Manali, 175131, India","31 km to Kullu
26 km to Chalal Trek Trail",Free parkingRestaurantInternet access,"Rs8,610",,,Kullu,12/02/2021,16/02/2021
3033,Hotel Neha Palace,"naggar road aleo new manali, Manali, himachal pradesh, 175131, India","33 km to Kullu
28 km to Chalal Trek Trail",Free parking,"Rs10,000",,,Kullu,12/02/2021,16/02/2021
3034,Hotel Neha Palace,"naggar road aleo new manali, Manali, himachal pradesh, 175131, India","33 km to Kullu
28 km to Chalal Trek Trail",Free parking,"Rs10,000",,,Kullu,12/02/2021,16/02/2021
3035,OYO 13232 Red Rose Cottage,"Red Rose Cottage, Kanya Road, Village Simsa, Manali, Himachal Pradesh, 175131, India","33 km to Kullu
28 km to Chalal Trek Trail",Free parkingRestaurantBathtubKitchen,"Rs44,551",,,Kullu,12/02/2021,16/02/2021
3036,Hayer Regency,"Naggar Rd, Manali, HP, 175103, India","32 km to Kullu
27 km to Chalal Trek Trail",Free parkingRestaurantBar,"Rs40,000",,,Kullu,12/02/2021,16/02/2021
3037,Moustache Manali,"CLUBHOUSE ROAD,OLD, MANALI,HIMACHAL PRADESH, Manali, Himachal Pradesh, 175131, India","35 km to Kullu
30 km to Chalal Trek Trail",Free parking,"Rs6,156",,,Kullu,12/02/2021,16/02/2021
3038,Winterfell The Stay,"Bhanu Village, JAGATSUKH, Manali, HP, 175143, India","33 km to Kullu
28 km to Chalal Trek Trail",Free parkingPet-friendlyAirport transferSpaRestaurant,"Rs15,120",,,Kullu,12/02/2021,16/02/2021
3039,Capital O 27646 Hotel Grand Sm Regency,"1,Mall Rd, Manali, Himachal Pradesh, Manali, Himachal Pradesh, 175131, India","33 km to Kullu
28 km to Chalal Trek Trail",Bathtub,"Rs37,755",,,Kullu,12/02/2021,16/02/2021
3040,OYO 12735 The Manali Lodge,"The Manali Lodge, Nasogi Near Dps School, Manali, Himachal Pradesh, 175131, India","34 km to Kullu
29 km to Chalal Trek Trail",Free parkingRestaurant,"Rs44,551",,,Kullu,12/02/2021,16/02/2021
3041,Sagar Resort,"Hadimba Road, Sagar Niwas, Manali, Himachal Pradesh, 175121, India","33 km to Kullu
28 km to Chalal Trek Trail",Free parkingAirport transferSpaGymRestaurantBathtub,"Rs14,665",,,Kullu,12/02/2021,16/02/2021
3042,Amar Villa,"Aleo, Left Bank, Near Petrol Pump, Manali, Himachal Pradesh, 175131, India","33 km to Kullu
28 km to Chalal Trek Trail",Free parkingRestaurant,"Rs200,000",,,Kullu,12/02/2021,16/02/2021
3043,Hotel Manali Green,"Naggar Rd, Aleo, Manali, Himachal Pradesh, 175131, India","31 km to Kullu
26 km to Chalal Trek Trail",Free parkingRestaurant,"Rs200,000",,,Kullu,12/02/2021,16/02/2021
3044,Pride De Vivendi Resort Manali.,"Naggar Road, Prini, Manali, Himachal Pradesh, 175131, India","31 km to Kullu
26 km to Chalal Trek Trail",Free parkingPet-friendlyAirport transferGymRestaurantBar,"Rs14,400",,,Kullu,12/02/2021,16/02/2021
3045,Pride De Vivendi Resort Manali.,"Naggar Road, Prini, Manali, Himachal Pradesh, 175131, India","31 km to Kullu
26 km to Chalal Trek Trail",Free parkingPet-friendlyAirport transferGymRestaurantBar,"Rs14,400",,,Kullu,12/02/2021,16/02/2021
3046,Apple Valley Resort,"on national highway, village Mohal, Kullu, Himachal Pradesh, 175126, India","25 km to city centre
21 km to Chalal Trek Trail",PoolFree parkingAirport transferGymRestaurantBar,"Rs27,810",,,Kullu,12/02/2021,18/02/2021
3047,Hotel The Nest,"Kullu, Himachal Pradesh,, Near Main Bus Stand, Sarwari Bazar Kullu, Kullu, Himachal Pradesh, 175101, India","26 km to city centre
20 km to Chalal Trek Trail",Free parkingRestaurant,"Rs270,000",,,Kullu,12/02/2021,18/02/2021
